year,ls_number,name,party,gender,portfolio,rank,appointment_begin,appointment_end,house,constituency,pid,State,start_source,end_source,comments,type_begin,type_end
1996,11,H. D. DEVE GOWDA,JD,M,Food Processing Industries,CM,01/06/96,06/07/96,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1616.pdf,,mid_term,mid_term
1996,11,H. D. DEVE GOWDA,JD,M,Non-Conventional Energy Sources,CM,01/06/96,21/02/97,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1620.pdf,,mid_term,mid_term
1996,11,H. D. DEVE GOWDA,JD,M,"Personnel, Public Grievances and Pensions",CM,01/06/96,21/04/97,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term
1996,11,H. D. DEVE GOWDA,JD,M,Atomic Energy,CM,01/06/96,21/04/97,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term
1996,11,H. D. DEVE GOWDA,JD,M,Petroleum and Natural Gas,CM,01/06/96,21/04/97,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term
1996,11,H. D. DEVE GOWDA,JD,M,Power,CM,01/06/96,21/04/97,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term
1996,11,H. D. DEVE GOWDA,JD,M,Electronics,CM,01/06/96,21/04/97,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term
1996,11,H. D. DEVE GOWDA,JD,M,Jammu and Kashmir Affairs,CM,01/06/96,21/04/97,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term
1996,11,H. D. DEVE GOWDA,JD,M,Ocean Development,CM,01/06/96,21/04/97,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term
1996,11,H. D. DEVE GOWDA,JD,M,Space,CM,01/06/96,21/04/97,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term
1996,11,H. D. DEVE GOWDA,JD,M,Urban Affairs and Employment,CM,29/06/96,21/04/97,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1614.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term
1991,10,H. R. BHARDWAJ,INC,M,Planning and Programme Implementation,MoS(IC),21/06/91,02/07/92,Rajya Sabha,NA,NA ,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1526.pdf,,start_of_term,mid_term
1991,10,H. R. BHARDWAJ,INC,M,"Law, Justice, and Company Affairs",MoS,02/07/92,16/05/96,Rajya Sabha,NA,NA ,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1526.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term
2004,14,HANS RAJ BHARDWAJ,INC,M,Law and Justice,CM,22/05/04,22/05/09,Rajya Sabha,NA,NA ,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term
2014,16,DR. SANJEEV KUMAR BALYAN,BJP,M,Food Processing Industries,MoS,27/05/14,09/11/14,Lok Sabha,MUZAFFARNAGAR,16_Uttar_Pradesh_3_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,,start_of_term,mid_term
2014,16,HARSIMRAT KAUR BADAL,SAD,F,Food Processing Industries,CM,27/05/14,30/05/19,Lok Sabha,BATHINDA,16_Punjab_11_0_1,Punjab,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,start_of_term,end_of_term
2014,16,SADHVI NIRANJAN JYOTI,BJP,F,Food Processing Industries,MoS,09/11/14,30/05/19,Lok Sabha,FATEHPUR,16_Uttar_Pradesh_49_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term
2014,16,ANUPRIYA PATEL,AD,F,Health and Family Welfare,MoS,05/07/16,30/05/19,Lok Sabha,MIRZAPUR,16_Uttar_Pradesh_79_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term
2014,16,ASHWINI KUMAR CHOUBEY,BJP,M,Health and Family Welfare,MoS,03/09/17,30/05/19,Lok Sabha,BUXAR,16_Bihar_33_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term
2014,16,FAGGAN SINGH KULASTE,BJP,M,Health and Family Welfare,MoS,05/07/16,02/09/17,Lok Sabha,MANDLA,16_Madhya_Pradesh_14_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1266.pdf,,mid_term,mid_term
2014,16,DR. HARSH VARDHAN,BJP,M,Health and Family Welfare,CM,27/05/14,09/11/14,Lok Sabha,CHANDNI CHOWK,16_Delhi_1_0_1,Delhi,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,,start_of_term,mid_term
1999,13,HARIN PATHAK,BJP,M,Defence,MoS,13/10/99,14/11/00,Lok Sabha,AHMEDABAD,13_Gujarat_10_0_1,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1678.pdf,,start_of_term,mid_term
1999,13,HARIN PATHAK,BJP,M,Defence,MoS,15/10/01,29/01/03,Lok Sabha,AHMEDABAD,13_Gujarat_10_0_1,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1694.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,,mid_term,mid_term
1999,13,HARIN PATHAK,BJP,M,Home Affairs,MoS,29/01/03,22/05/04,Lok Sabha,AHMEDABAD,13_Gujarat_10_0_1,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term
1999,13,HARIN PATHAK,BJP,M,"Personnel, Public Grievances and Pensions",MoS,30/01/03,22/05/04,Lok Sabha,AHMEDABAD,13_Gujarat_10_0_1,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1713.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term
2009,15,HARISH RAWAT,INC,M,Labour and Employment,MoS,28/05/09,19/01/11,Lok Sabha,HARDWAR,15_Uttarakhand_5_0_1,Uttarakhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,,mid_term,mid_term
2009,15,HARISH RAWAT,INC,M,Agriculture,MoS,19/01/11,28/10/12,Lok Sabha,HARDWAR,15_Uttarakhand_5_0_1,Uttarakhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,,mid_term,mid_term
2009,15,HARISH RAWAT,INC,M,Food Processing Industries,MoS,19/01/11,28/10/12,Lok Sabha,HARDWAR,15_Uttarakhand_5_0_1,Uttarakhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,,mid_term,mid_term
2009,15,HARISH RAWAT,INC,M,Parliamentary Affairs,MoS,12/07/11,28/10/12,Lok Sabha,HARDWAR,15_Uttarakhand_5_0_1,Uttarakhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_917.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,,mid_term,mid_term
2009,15,HARISH RAWAT,INC,M,Water Resources,CM,28/10/12,01/02/14,Lok Sabha,HARDWAR,15_Uttarakhand_5_0_1,Uttarakhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_946.pdf,,mid_term,mid_term
1990,9,HARMOHAN DHAWAN,JD,M,Civil Aviation,MoS(IC),21/11/90,21/06/91,Lok Sabha,CHANDIGARH,9_Chandigarh_1_0_1,Chandigarh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,,mid_term,end_of_term
2014,16,JAGAT PRAKASH NADDA,BJP,M,Health and Family Welfare,CM,09/11/14,30/05/19,Rajya Sabha,NA,NA,Himachal_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term
1990,9,HUKUMDEO NARAYAN YADAV,JD,M,Textiles,CM,21/11/90,21/06/91,Lok Sabha,SITAMARHI,9_Bihar_11_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,,mid_term,end_of_term
1990,9,HUKUMDEO NARAYAN YADAV,JD,M,Food Processing Industries,CM,21/11/90,21/06/91,Lok Sabha,SITAMARHI,9_Bihar_11_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,,mid_term,end_of_term
1999,13,HUKUMDEO NARAYAN YADAV,BJP,M,Agriculture,MoS,13/10/99,27/05/00,Lok Sabha,MADHUBANI,13_Bihar_13_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1666.pdf,,start_of_term,mid_term
1999,13,HUKUMDEO NARAYAN YADAV,BJP,M,Surface Transport,MoS,27/05/00,07/11/00,Lok Sabha,MADHUBANI,13_Bihar_13_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1666.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1677.pdf,,mid_term,mid_term
1999,13,HUKUMDEO NARAYAN YADAV,BJP,M,Shipping,MoS,07/11/00,02/11/01,Lok Sabha,MADHUBANI,13_Bihar_13_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1677.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1695.pdf,,mid_term,mid_term
1999,13,HUKUMDEO NARAYAN YADAV,BJP,M,Agriculture,MoS,02/11/01,22/05/04,Lok Sabha,MADHUBANI,13_Bihar_13_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1695.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term
1996,11,I. K. GUJRAL,JD,M,Water Resources,CM,01/06/96,29/06/96,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1614.pdf,,mid_term,mid_term
1996,11,I. K. GUJRAL,JD,M,External Affairs,CM,01/06/96,21/04/97,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term
1996,11,I. K. GUJRAL,JD,M,"Civil Supplies, Consumer Affairs, and Public Distribution",CM,21/04/97,24/04/97,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1624.pdf,,mid_term,mid_term
1996,11,I. K. GUJRAL,JD,M,Food,CM,21/04/97,24/04/97,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1624.pdf,,mid_term,mid_term
1996,11,I. K. GUJRAL,JD,M,Finance,CM,21/04/97,01/05/97,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1626.pdf,,mid_term,mid_term
1996,11,I. K. GUJRAL,JD,M,Labour,CM,21/04/97,01/05/97,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1626.pdf,,mid_term,mid_term
1996,11,I. K. GUJRAL,JD,M,Petroleum and Natural Gas,CM,21/04/97,09/06/97,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1629.pdf,,mid_term,mid_term
1996,11,I. K. GUJRAL,JD,M,Power,CM,21/04/97,09/06/97,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1629.pdf,,mid_term,mid_term
1996,11,I. K. GUJRAL,JD,M,Atomic Energy,CM,21/04/97,19/03/98,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term
1996,11,I. K. GUJRAL,JD,M,"Personnel, Public Grievances and Pensions",CM,21/04/97,19/03/98,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term
1996,11,I. K. GUJRAL,JD,M,Electronics,CM,21/04/97,19/03/98,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term
1996,11,I. K. GUJRAL,JD,M,External Affairs,CM,21/04/97,19/03/98,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term
1996,11,I. K. GUJRAL,JD,M,Jammu and Kashmir Affairs,CM,21/04/97,19/03/98,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term
1996,11,I. K. GUJRAL,JD,M,Ocean Development,CM,21/04/97,19/03/98,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term
1996,11,I. K. GUJRAL,JD,M,Space,CM,21/04/97,19/03/98,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term
1996,11,I. K. GUJRAL,JD,M,Health and Family Welfare,CM,09/06/97,19/03/98,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1629.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term
1996,11,I. K. GUJRAL,JD,M,Planning and Programme Implementation,CM,09/06/97,19/03/98,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1629.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term
1996,11,I. K. GUJRAL,JD,M,Coal,CM,10/01/98,19/03/98,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1635.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term
1996,11,I. K. GUJRAL,JD,M,Non-Conventional Energy Sources,CM,10/01/98,19/03/98,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1635.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term
1996,11,INDRAJIT GUPTA,CPI,M,Home Affairs,CM,29/06/96,21/04/97,Lok Sabha,MIDNAPORE,11_West_Bengal_32_0_1,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1614.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term
1996,11,INDRAJIT GUPTA,CPI,M,Home Affairs,CM,21/04/97,19/03/98,Lok Sabha,MIDNAPORE,11_West_Bengal_32_0_1,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term
1999,13,ISHWAR DAYAL SWAMI,BJP,M,Home Affairs,MoS,13/10/99,22/05/04,Lok Sabha,KARNAL,13_Haryana_3_0_1,Haryana,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,start_of_term,end_of_term
1991,10,JAGANNATH MISHRA,INC,M,Rural Areas and Employment,CM,11/06/95,16/05/96,Rajya Sabha,NA,NA,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1584.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term
1991,10,JAGANNATH MISHRA,INC,M,Agriculture,CM,07/02/96,16/05/96,Rajya Sabha,NA,NA,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1598.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term
2014,16,SHRIPAD YESSO NAIK,BJP,M,Health and Family Welfare,MoS,09/11/14,05/07/16,Lok Sabha,NORTH GOA,16_Goa_1_0_1,Goa,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,,mid_term,mid_term
1991,10,JAGDISH TYTLER,INC,M,Surface Transport,MoS(IC),21/06/91,15/09/95,Lok Sabha,DELHI SADAR,10_Delhi_6_0_1,Delhi,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1591.pdf,,start_of_term,mid_term
1991,10,JAGDISH TYTLER,INC,M,Coal,MoS(IC),15/09/95,16/05/96,Lok Sabha,DELHI SADAR,10_Delhi_6_0_1,Delhi,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1591.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term
2004,14,JAGDISH TYTLER,INC,M,Non-Resident Indian Affairs,MoS(IC),22/05/04,10/08/05,Lok Sabha,DELHI SADAR,14_Delhi_6_0_1,Delhi,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1461.pdf,,start_of_term,mid_term
1998,12,JAGMOHAN,BJP,M,Communications,CM,05/12/98,08/06/99,Lok Sabha,NEW DELHI,12_Delhi_1_0_1,Delhi,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1646.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1654.pdf,,mid_term,mid_term
1998,12,JAGMOHAN,BJP,M,Urban Development,CM,09/06/99,13/10/99,Lok Sabha,NEW DELHI,12_Delhi_1_0_1,Delhi,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1654.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1750.pdf,,mid_term,end_of_term
1999,13,JAGMOHAN,BJP,M,Urban Development,CM,13/10/99,22/11/99,Lok Sabha,NEW DELHI,13_Delhi_1_0_1,Delhi,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1753.pdf,,start_of_term,mid_term
1999,13,JAGMOHAN,BJP,M,Urban Development and Poverty Alleviation,CM,22/11/99,01/09/01,Lok Sabha,NEW DELHI,13_Delhi_1_0_1,Delhi,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1753.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1690.pdf,,mid_term,mid_term
1999,13,JAGMOHAN,BJP,M,Tourism,CM,01/09/01,19/11/01,Lok Sabha,NEW DELHI,13_Delhi_1_0_1,Delhi,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1690.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1696.pdf,,mid_term,mid_term
1999,13,JAGMOHAN,BJP,M,Statistics and Programme Implementation,CM,01/09/01,19/11/01,Lok Sabha,NEW DELHI,13_Delhi_1_0_1,Delhi,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1690.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1696.pdf,,mid_term,mid_term
1999,13,JAGMOHAN,BJP,M,Tourism and Culture,CM,19/11/01,22/05/04,Lok Sabha,NEW DELHI,13_Delhi_1_0_1,Delhi,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1696.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term
1990,9,JAI PRAKASH,JD,M,Petroleum and Chemicals,DM,21/11/90,21/06/91,Lok Sabha,HISAR,9_Haryana_9_0_1,Haryana,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,,mid_term,end_of_term
1990,9,JAI PRAKASH,JD,M,Communications,DM,28/11/90,21/06/91,Lok Sabha,HISAR,9_Haryana_9_0_1,Haryana,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1575.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,,mid_term,end_of_term
2004,14,JAIRAM RAMESH,INC,M,Minister Without Portfolio,MoS,29/01/06,31/01/06,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1477.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1479.pdf,,mid_term,mid_term
2004,14,JAIRAM RAMESH,INC,M,Commerce and Industry,MoS,31/01/06,25/02/09,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1479.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1452.pdf,,mid_term,mid_term
2004,14,JAIRAM RAMESH,INC,M,Power,MoS,06/04/08,25/02/09,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1486.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1452.pdf,,mid_term,mid_term
2009,15,JAIRAM RAMESH,INC,M,Environment and Forests,MoS(IC),28/05/09,12/07/11,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_917.pdf,,mid_term,mid_term
2009,15,JAIRAM RAMESH,INC,M,Rural Development,CM,12/07/11,26/05/14,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_917.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term
2009,15,JAIRAM RAMESH,INC,M,Drinking Water and Sanitation,CM,13/07/11,28/10/12,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_911.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,,mid_term,mid_term
1999,13,JAISINGH RAO PATIL,BJP,M,Human Resource Development,MoS,13/10/99,27/05/00,Lok Sabha,BEED,13_Maharashtra_34_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1666.pdf,,start_of_term,mid_term
